"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","STREET_NAME","NEIGHBOURHOOD","full_address","lat","lon"
"17428","Theft of Vehicle",2013,5,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17429","Theft of Vehicle",2013,9,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17430","Mischief",2013,9,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17431","Mischief",2013,8,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17432","Other Theft",2013,3,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17433","Other Theft",2013,7,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17434","Other Theft",2013,2,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17435","Other Theft",2013,11,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17436","Other Theft",2013,11,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17437","Other Theft",2013,11,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17438","Other Theft",2013,10,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17439","Other Theft",2013,9,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17440","Other Theft",2013,6,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17441","Other Theft",2013,5,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17442","Other Theft",2013,12,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17443","Theft from Vehicle",2013,10,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17444","Theft from Vehicle",2013,10,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17445","Theft from Vehicle",2013,2,"4800"," MANOR ST","Renfrew-Collingwood","4800  MANOR ST, Vancouver, BC",49.2414822,-123.0396792
"17446","Break and Enter Residential/Other",2013,10,"4800"," MARGUERITE ST","Shaughnessy","4800  MARGUERITE ST, Vancouver, BC",49.2427415,-123.1438722
"17447","Break and Enter Residential/Other",2013,2,"4800"," NANAIMO ST","Renfrew-Collingwood","4800  NANAIMO ST, Vancouver, BC",49.2418366,-123.0580508
"17448","Break and Enter Residential/Other",2013,2,"4800"," NANAIMO ST","Renfrew-Collingwood","4800  NANAIMO ST, Vancouver, BC",49.2418366,-123.0580508
"17449","Theft from Vehicle",2013,1,"4800"," NANAIMO ST","Renfrew-Collingwood","4800  NANAIMO ST, Vancouver, BC",49.2418366,-123.0580508
"17450","Theft from Vehicle",2013,1,"4800"," NANAIMO ST","Renfrew-Collingwood","4800  NANAIMO ST, Vancouver, BC",49.2418366,-123.0580508
"17451","Other Theft",2013,7,"4800"," NW MARINE DR","West Point Grey","4800  NW MARINE DR, Vancouver, BC",49.2774569,-123.2476188
"17452","Theft from Vehicle",2013,8,"4800"," NW MARINE DR","West Point Grey","4800  NW MARINE DR, Vancouver, BC",49.2774569,-123.2476188
"17453","Theft from Vehicle",2013,10,"4800"," OAK ST","South Cambie","4800  OAK ST, Vancouver, BC",49.2423797,-123.1277041
"17454","Other Theft",2013,9,"4800"," ONTARIO ST","Riley Park","4800  ONTARIO ST, Vancouver, BC",49.2414086,-123.105276
"17455","Other Theft",2013,7,"4800"," ONTARIO ST","Riley Park","4800  ONTARIO ST, Vancouver, BC",49.2414086,-123.105276
"17456","Break and Enter Residential/Other",2013,1,"4800"," ONTARIO ST","Riley Park","4800  ONTARIO ST, Vancouver, BC",49.2414086,-123.105276
"17457","Theft from Vehicle",2013,3,"4800"," ONTARIO ST","Riley Park","4800  ONTARIO ST, Vancouver, BC",49.2414086,-123.105276
"17458","Break and Enter Residential/Other",2013,8,"4800"," PATON ST","Arbutus Ridge","4800  PATON ST, Vancouver, BC",49.2441153,-123.1605819
"17459","Break and Enter Residential/Other",2013,11,"4800"," PRINCE EDWARD ST","Riley Park","4800  PRINCE EDWARD ST, Vancouver, BC",49.2417841,-123.0968056
"17460","Theft from Vehicle",2013,11,"4800"," PRINCE EDWARD ST","Riley Park","4800  PRINCE EDWARD ST, Vancouver, BC",49.2417841,-123.0968056
"17461","Theft from Vehicle",2013,10,"4800"," PRINCE EDWARD ST","Riley Park","4800  PRINCE EDWARD ST, Vancouver, BC",49.2417841,-123.0968056
"17462","Theft from Vehicle",2013,11,"4800"," PRINCE EDWARD ST","Riley Park","4800  PRINCE EDWARD ST, Vancouver, BC",49.2417841,-123.0968056
"17463","Other Theft",2013,9,"4800"," QUEBEC ST","Riley Park","4800  QUEBEC ST, Vancouver, BC",49.2420211,-123.1026088
"17464","Break and Enter Residential/Other",2013,1,"4800"," QUEBEC ST","Riley Park","4800  QUEBEC ST, Vancouver, BC",49.2420211,-123.1026088
"17465","Theft from Vehicle",2013,4,"4800"," QUEBEC ST","Riley Park","4800  QUEBEC ST, Vancouver, BC",49.2420211,-123.1026088
"17466","Theft from Vehicle",2013,5,"4800"," QUEBEC ST","Riley Park","4800  QUEBEC ST, Vancouver, BC",49.2420211,-123.1026088
"17467","Theft from Vehicle",2013,3,"4800"," ROSS ST","Kensington-Cedar Cottage","4800  ROSS ST, Vancouver, BC",49.2416007,-123.0814136
"17468","Theft of Vehicle",2013,9,"4800"," RUPERT ST","Renfrew-Collingwood","4800  RUPERT ST, Vancouver, BC",49.2416211,-123.0367829
"17469","Break and Enter Residential/Other",2013,1,"4800"," RUPERT ST","Renfrew-Collingwood","4800  RUPERT ST, Vancouver, BC",49.2416211,-123.0367829
"17470","Theft from Vehicle",2013,8,"4800"," RUPERT ST","Renfrew-Collingwood","4800  RUPERT ST, Vancouver, BC",49.2416211,-123.0367829
"17471","Theft from Vehicle",2013,12,"4800"," RUPERT STREET","Renfrew-Collingwood","4800  RUPERT STREET, Vancouver, BC",49.2416211,-123.0367829
"17472","Other Theft",2013,12,"4800"," SELKIRK ST","Shaughnessy","4800  SELKIRK ST, Vancouver, BC",49.2423747,-123.1326811
"17473","Other Theft",2013,1,"4800"," SLOCAN ST","Renfrew-Collingwood","4800  SLOCAN ST, Vancouver, BC",49.2415003,-123.0525405
"17474","Other Theft",2013,5,"4800"," SOPHIA ST","Riley Park","4800  SOPHIA ST, Vancouver, BC",49.2417918,-123.098723
"17475","Theft from Vehicle",2013,6,"4800"," ST CATHERINES ST","Kensington-Cedar Cottage","4800  ST CATHERINES ST, Vancouver, BC",49.2412632,-123.0859652
"17476","Break and Enter Residential/Other",2013,3,"4800"," VALLEY DR","Arbutus Ridge","4800  VALLEY DR, Vancouver, BC",49.2432445,-123.1504294
"17477","Break and Enter Residential/Other",2013,7,"4800"," VALLEY DR","Arbutus Ridge","4800  VALLEY DR, Vancouver, BC",49.2432445,-123.1504294
"17478","Break and Enter Commercial",2013,12,"4800"," VICTORIA DR","Kensington-Cedar Cottage","4800  VICTORIA DR, Vancouver, BC",49.2415208,-123.0652147
"17479","Other Theft",2013,2,"4800"," VICTORIA DR","Kensington-Cedar Cottage","4800  VICTORIA DR, Vancouver, BC",49.2415208,-123.0652147
"17480","Theft from Vehicle",2013,6,"4800"," VICTORIA DR","Kensington-Cedar Cottage","4800  VICTORIA DR, Vancouver, BC",49.2415208,-123.0652147
"17481","Theft from Vehicle",2013,8,"4800"," VICTORIA DR","Kensington-Cedar Cottage","4800  VICTORIA DR, Vancouver, BC",49.2415208,-123.0652147
"17482","Theft from Vehicle",2013,3,"4800"," WINDSOR ST","Kensington-Cedar Cottage","4800  WINDSOR ST, Vancouver, BC",49.2416686,-123.0840057
"17483","Theft from Vehicle",2013,11,"4800"," WINDSOR ST","Kensington-Cedar Cottage","4800  WINDSOR ST, Vancouver, BC",49.2416686,-123.0840057
"17484","Theft of Vehicle",2013,1,"4900"," ANGUS DR","Shaughnessy","4900  ANGUS DR, Vancouver, BC",49.2417551,-123.1451163
"17485","Mischief",2013,11,"4900"," ANGUS DR","Shaughnessy","4900  ANGUS DR, Vancouver, BC",49.2417551,-123.1451163
"17486","Theft from Vehicle",2013,1,"4900"," ANGUS DR","Shaughnessy","4900  ANGUS DR, Vancouver, BC",49.2417551,-123.1451163
"17487","Break and Enter Residential/Other",2013,7,"4900"," ASH ST","South Cambie","4900  ASH ST, Vancouver, BC",49.2398326,-123.1194784
"17488","Mischief",2013,3,"4900"," CAMBIE ST","South Cambie","4900  CAMBIE ST, Vancouver, BC",49.2391302,-123.1166092
"17489","Other Theft",2013,9,"4900"," CAMBIE ST","Riley Park","4900  CAMBIE ST, Vancouver, BC",49.2391302,-123.1166092
"17490","Theft from Vehicle",2013,1,"4900"," CAMBIE ST","Riley Park","4900  CAMBIE ST, Vancouver, BC",49.2391302,-123.1166092
"17491","Other Theft",2013,8,"4900"," CHESTER ST","Kensington-Cedar Cottage","4900  CHESTER ST, Vancouver, BC",49.2402796,-123.0890997
"17492","Other Theft",2013,11,"4900"," COLLINGWOOD ST","Dunbar-Southlands","4900  COLLINGWOOD ST, Vancouver, BC",49.2423538,-123.1819269
"17493","Break and Enter Residential/Other",2013,11,"4900"," COLLINGWOOD ST","Dunbar-Southlands","4900  COLLINGWOOD ST, Vancouver, BC",49.2423538,-123.1819269
"17494","Other Theft",2013,4,"4900"," COMMERCIAL ST","Kensington-Cedar Cottage","4900  COMMERCIAL ST, Vancouver, BC",49.2400977,-123.0684683
"17495","Break and Enter Residential/Other",2013,7,"4900"," COMMERCIAL ST","Kensington-Cedar Cottage","4900  COMMERCIAL ST, Vancouver, BC",49.2400977,-123.0684683
"17496","Theft from Vehicle",2013,5,"4900"," COMMERCIAL ST","Kensington-Cedar Cottage","4900  COMMERCIAL ST, Vancouver, BC",49.2400977,-123.0684683
"17497","Theft from Vehicle",2013,6,"4900"," COMMERCIAL ST","Kensington-Cedar Cottage","4900  COMMERCIAL ST, Vancouver, BC",49.2400977,-123.0684683
"17498","Mischief",2013,1,"4900"," CONNAUGHT DR","Shaughnessy","4900  CONNAUGHT DR, Vancouver, BC",49.2419143,-123.1423121
"17499","Theft of Vehicle",2013,12,"4900"," CULLODEN ST","Kensington-Cedar Cottage","4900  CULLODEN ST, Vancouver, BC",49.2398009,-123.078966
"17500","Break and Enter Residential/Other",2013,6,"4900"," CYPRESS ST","Arbutus Ridge","4900  CYPRESS ST, Vancouver, BC",49.2420657,-123.1493964
"17501","Break and Enter Residential/Other",2013,12,"4900"," CYPRESS ST","Arbutus Ridge","4900  CYPRESS ST, Vancouver, BC",49.2420657,-123.1493964
"17502","Theft from Vehicle",2013,1,"4900"," DUMFRIES ST","Kensington-Cedar Cottage","4900  DUMFRIES ST, Vancouver, BC",49.240187,-123.0739552
"17503","Mischief",2013,12,"4900"," FRASER ST","Kensington-Cedar Cottage","4900  FRASER ST, Vancouver, BC",49.2403022,-123.0902881
"17504","Mischief",2013,11,"4900"," FRASER ST","Kensington-Cedar Cottage","4900  FRASER ST, Vancouver, BC",49.2403022,-123.0902881
"17505","Break and Enter Residential/Other",2013,8,"4900"," FRASER ST","Kensington-Cedar Cottage","4900  FRASER ST, Vancouver, BC",49.2403022,-123.0902881
"17506","Theft from Vehicle",2013,9,"4900"," FRASER ST","Kensington-Cedar Cottage","4900  FRASER ST, Vancouver, BC",49.2403022,-123.0902881
"17507","Theft from Vehicle",2013,7,"4900"," INVERNESS ST","Kensington-Cedar Cottage","4900  INVERNESS ST, Vancouver, BC",49.2402391,-123.080111
"17508","Theft from Vehicle",2013,4,"4900"," JOYCE ST","Renfrew-Collingwood","4900  JOYCE ST, Vancouver, BC",49.2400235,-123.0300864
"17509","Theft from Vehicle",2013,6,"4900"," KERSLAND DR","Riley Park","4900  KERSLAND DR, Vancouver, BC",49.2410457,-123.1168975
"17510","Mischief",2013,11,"4900"," KILLARNEY ST","Renfrew-Collingwood","4900  KILLARNEY ST, Vancouver, BC",49.2399901,-123.0424375
"17511","Other Theft",2013,5,"4900"," KILLARNEY ST","Renfrew-Collingwood","4900  KILLARNEY ST, Vancouver, BC",49.2399901,-123.0424375
"17512","Break and Enter Residential/Other",2013,7,"4900"," KILLARNEY ST","Renfrew-Collingwood","4900  KILLARNEY ST, Vancouver, BC",49.2399901,-123.0424375
"17513","Break and Enter Commercial",2013,12,"4900"," MACKENZIE ST","Dunbar-Southlands","4900  MACKENZIE ST, Vancouver, BC",49.2418444,-123.1701836
"17514","Theft from Vehicle",2013,1,"4900"," MACKENZIE ST","Arbutus Ridge","4900  MACKENZIE ST, Vancouver, BC",49.2418444,-123.1701836
"17515","Break and Enter Commercial",2013,2,"4900"," MAIN ST","Riley Park","4900  MAIN ST, Vancouver, BC",49.2405013,-123.1013786
"17516","Break and Enter Commercial",2013,10,"4900"," MAIN ST","Riley Park","4900  MAIN ST, Vancouver, BC",49.2405013,-123.1013786
"17517","Other Theft",2013,9,"4900"," MAIN ST","Riley Park","4900  MAIN ST, Vancouver, BC",49.2405013,-123.1013786
"17518","Break and Enter Residential/Other",2013,3,"4900"," MAIN ST","Riley Park","4900  MAIN ST, Vancouver, BC",49.2405013,-123.1013786
"17519","Break and Enter Residential/Other",2013,4,"4900"," MAIN ST","Riley Park","4900  MAIN ST, Vancouver, BC",49.2405013,-123.1013786
"17520","Other Theft",2013,10,"4900"," MANOR ST","Renfrew-Collingwood","4900  MANOR ST, Vancouver, BC",49.2405926,-123.0405329
"17521","Theft from Vehicle",2013,11,"4900"," MANOR ST","Renfrew-Collingwood","4900  MANOR ST, Vancouver, BC",49.2405926,-123.0405329
"17522","Theft from Vehicle",2013,5,"4900"," MCGEER ST","Renfrew-Collingwood","4900  MCGEER ST, Vancouver, BC",49.2407973,-123.0319846
"17523","Mischief",2013,10,"4900"," MOSS ST","Renfrew-Collingwood","4900  MOSS ST, Vancouver, BC",49.2406926,-123.0443684
"17524","Other Theft",2013,4,"4900"," MOSS ST","Renfrew-Collingwood","4900  MOSS ST, Vancouver, BC",49.2406926,-123.0443684
"17525","Other Theft",2013,7,"4900"," MOSS ST","Renfrew-Collingwood","4900  MOSS ST, Vancouver, BC",49.2406926,-123.0443684
"17526","Theft from Vehicle",2013,8,"4900"," ONTARIO ST","Riley Park","4900  ONTARIO ST, Vancouver, BC",49.2405758,-123.1053078
"17527","Mischief",2013,5,"4900"," PAYNE ST","Renfrew-Collingwood","4900  PAYNE ST, Vancouver, BC",49.2404697,-123.0282593
"17528","Break and Enter Residential/Other",2013,1,"4900"," PAYNE ST","Renfrew-Collingwood","4900  PAYNE ST, Vancouver, BC",49.2404697,-123.0282593
"17529","Break and Enter Residential/Other",2013,8,"4900"," PRINCE ALBERT ST","Kensington-Cedar Cottage","4900  PRINCE ALBERT ST, Vancouver, BC",49.2402872,-123.0878867
"17530","Mischief",2013,5,"4900"," PRINCE EDWARD ST","Riley Park","4900  PRINCE EDWARD ST, Vancouver, BC",49.2404231,-123.0968412
"17531","Theft from Vehicle",2013,9,"4900"," PRINCE EDWARD ST","Riley Park","4900  PRINCE EDWARD ST, Vancouver, BC",49.2404231,-123.0968412
"17532","Theft from Vehicle",2013,11,"4900"," PRINCE EDWARD ST","Riley Park","4900  PRINCE EDWARD ST, Vancouver, BC",49.2404231,-123.0968412
"17533","Theft from Vehicle",2013,6,"4900"," QUEBEC ST","Riley Park","4900  QUEBEC ST, Vancouver, BC",49.2405282,-123.1026841
"17534","Theft from Vehicle",2013,6,"4900"," RUBY ST","Renfrew-Collingwood","4900  RUBY ST, Vancouver, BC",49.2404983,-123.0254953
"17535","Theft of Vehicle",2013,9,"4900"," SPENCER ST","Renfrew-Collingwood","4900  SPENCER ST, Vancouver, BC",49.24024,-123.0366346
"17536","Other Theft",2013,10,"4900"," SPENCER ST","Renfrew-Collingwood","4900  SPENCER ST, Vancouver, BC",49.24024,-123.0366346
"17537","Mischief",2013,1,"4900"," VICTORIA DR","Kensington-Cedar Cottage","4900  VICTORIA DR, Vancouver, BC",49.2400581,-123.0652783
"17538","Mischief",2013,5,"4900"," VICTORIA DR","Kensington-Cedar Cottage","4900  VICTORIA DR, Vancouver, BC",49.2400581,-123.0652783
"17539","Mischief",2013,12,"4900"," VICTORIA DR","Kensington-Cedar Cottage","4900  VICTORIA DR, Vancouver, BC",49.2400581,-123.0652783
"17540","Other Theft",2013,3,"4900"," VICTORIA DR","Kensington-Cedar Cottage","4900  VICTORIA DR, Vancouver, BC",49.2400581,-123.0652783
"17541","Other Theft",2013,11,"4900"," VICTORIA DR","Kensington-Cedar Cottage","4900  VICTORIA DR, Vancouver, BC",49.2400581,-123.0652783
"17542","Other Theft",2013,1,"4900"," VICTORIA DR","Kensington-Cedar Cottage","4900  VICTORIA DR, Vancouver, BC",49.2400581,-123.0652783
"17543","Theft from Vehicle",2013,7,"4900"," VICTORIA DR","Kensington-Cedar Cottage","4900  VICTORIA DR, Vancouver, BC",49.2400581,-123.0652783
"17544","Mischief",2013,7,"4900"," WILLOW ST","South Cambie","4900  WILLOW ST, Vancouver, BC",49.2412813,-123.1235848
"17545","Mischief",2013,7,"4900"," WINDSOR ST","Kensington-Cedar Cottage","4900  WINDSOR ST, Vancouver, BC",49.2402643,-123.0845274
"17546","Theft from Vehicle",2013,5,"4900"," WINDSOR ST","Kensington-Cedar Cottage","4900  WINDSOR ST, Vancouver, BC",49.2402643,-123.0845274
"17547","Break and Enter Commercial",2013,7,"40"," ALEXANDER ST","Central Business District","40  ALEXANDER ST, Vancouver, BC",49.2834393,-123.103804
"17548","Break and Enter Commercial",2013,7,"40"," ALEXANDER ST","Central Business District","40  ALEXANDER ST, Vancouver, BC",49.2834393,-123.103804
"17549","Break and Enter Commercial",2013,11,"40"," ALEXANDER ST","Central Business District","40  ALEXANDER ST, Vancouver, BC",49.2834393,-123.103804
"17550","Theft of Vehicle",2013,4,"40"," ALEXANDER ST","Central Business District","40  ALEXANDER ST, Vancouver, BC",49.2834393,-123.103804
"17551","Mischief",2013,6,"40"," ALEXANDER ST","Central Business District","40  ALEXANDER ST, Vancouver, BC",49.2834393,-123.103804
"17552","Other Theft",2013,11,"40"," ALEXANDER ST","Central Business District","40  ALEXANDER ST, Vancouver, BC",49.2834393,-123.103804
"17553","Theft from Vehicle",2013,10,"40"," ALEXANDER ST","Central Business District","40  ALEXANDER ST, Vancouver, BC",49.2834393,-123.103804
"17554","Theft from Vehicle",2013,11,"40"," ALEXANDER ST","Central Business District","40  ALEXANDER ST, Vancouver, BC",49.2834393,-123.103804
"17555","Break and Enter Residential/Other",2013,12,"40"," BOUNDARY RD","Hastings-Sunrise","40  BOUNDARY RD, Vancouver, BC",49.2843572,-123.0233148
"17556","Mischief",2013,12,"40"," DUNLEVY AVE","Strathcona","40  DUNLEVY AVE, Vancouver, BC",49.2844294,-123.0952177
"17557","Theft from Vehicle",2013,12,"40"," DUNLEVY AVE","Strathcona","40  DUNLEVY AVE, Vancouver, BC",49.2844294,-123.0952177
"17558","Break and Enter Commercial",2013,1,"40"," E 11TH AVE","Mount Pleasant","40  E 11TH AVE, Vancouver, BC",49.2608809,-123.1041298
"17559","Other Theft",2013,9,"40"," E 11TH AVE","Mount Pleasant","40  E 11TH AVE, Vancouver, BC",49.2608809,-123.1041298
"17560","Theft from Vehicle",2013,4,"40"," E 11TH AVE","Mount Pleasant","40  E 11TH AVE, Vancouver, BC",49.2608809,-123.1041298
"17561","Break and Enter Residential/Other",2013,9,"40"," E 13TH AVE","Mount Pleasant","40  E 13TH AVE, Vancouver, BC",49.259324,-123.1044238
"17562","Other Theft",2013,11,"40"," E 16TH AVE","Mount Pleasant","40  E 16TH AVE, Vancouver, BC",49.2565893,-123.1040771
"17563","Break and Enter Residential/Other",2013,1,"40"," E 21ST AVE","Riley Park","40  E 21ST AVE, Vancouver, BC",49.251819,-123.1038058
"17564","Theft from Vehicle",2013,4,"40"," E 22ND AVE","Riley Park","40  E 22ND AVE, Vancouver, BC",49.2507674,-123.1040244
"17565","Mischief",2013,10,"40"," E 45TH AVE","Sunset","40  E 45TH AVE, Vancouver, BC",49.2291764,-123.1049702
"17566","Other Theft",2013,8,"40"," E 45TH AVE","Sunset","40  E 45TH AVE, Vancouver, BC",49.2291764,-123.1049702
"17567","Break and Enter Residential/Other",2013,3,"40"," E 49TH AVE","Sunset","40  E 49TH AVE, Vancouver, BC",49.2256912,-123.1050503
"17568","Mischief",2013,3,"40"," E CORDOVA ST","Central Business District","40  E CORDOVA ST, Vancouver, BC",49.2823181,-123.1034747
"17569","Other Theft",2013,4,"40"," E HASTINGS ST","Central Business District","40  E HASTINGS ST, Vancouver, BC",49.2811002,-123.1033674
"17570","Theft from Vehicle",2013,6,"40"," E KING EDWARD AVE","Riley Park","40  E KING EDWARD AVE, Vancouver, BC",49.2487586,-123.1039372
"17571","Other Theft",2013,7,"40"," E PENDER ST","Central Business District","40  E PENDER ST, Vancouver, BC",49.2804338,-123.1031964
"17572","Other Theft",2013,10,"40"," KEEFER PL","Central Business District","40  KEEFER PL, Vancouver, BC",49.2794952,-123.1065629
"17573","Theft from Vehicle",2013,6,"40"," PACIFIC BLVD","Central Business District","40  PACIFIC BLVD, Vancouver, BC",49.2770442,-123.1056421
"17574","Mischief",2013,8,"40"," POWELL ST","Central Business District","40  POWELL ST, Vancouver, BC",49.2829954,-123.1031836
"17575","Other Theft",2013,6,"40"," POWELL ST","Central Business District","40  POWELL ST, Vancouver, BC",49.2829954,-123.1031836
"17576","Mischief",2013,3,"40"," SW MARINE DR","Marpole","40  SW MARINE DR, Vancouver, BC",49.2123143,-123.1074974
"17577","Break and Enter Residential/Other",2013,10,"40"," W 26TH AVE","Riley Park","40  W 26TH AVE, Vancouver, BC",49.2477372,-123.1060221
"17578","Break and Enter Residential/Other",2013,2,"40"," W 47TH AVE","Oakridge","40  W 47TH AVE, Vancouver, BC",49.2276545,-123.1071337
"17579","Mischief",2013,5,"40"," W 60TH AVE","Marpole","40  W 60TH AVE, Vancouver, BC",49.2157002,-123.107421
"17580","Theft from Vehicle",2013,9,"40"," W 6TH AVE","Mount Pleasant","40  W 6TH AVE, Vancouver, BC",49.2655538,-123.1058143
"17581","Other Theft",2013,9,"40"," W BROADWAY AVE","Mount Pleasant","40  W BROADWAY AVE, Vancouver, BC",49.2629747,-123.1059394
